symbol,weight
MSFT,26.64
BRK-B,11.62
GD,9.58
JPM,6.64
JNJ,4.8
AXP,4.68
AZN,4.23
VISA.VI,4.19
MRK,3.65
PG,3.56
NOTA.SG,2.99
XOM,2.95
PM,2.43
WMT,2.03
PFE,1.86
SLB,1.76
MO,1.74
MDLZ,1.32
KEYS,1.31
BP,0.55
ALC,0.46
KHC,0.34
OGN,0.09
