symbol,weight
ATVI,1.3
ALLY,0.2
AMZN,0.3
AXP,7.1
AON,0.4
AAPL,44.4
BAC,8.5
BK,0.3
BYDDF,1.1
CE,0.3
CHTR,0.4
CVX,8.3
C,0.7
KO,7.4
DVA,0.9
DEO,0
FND,0.1
GM,0.5
GL,0.2
HPQ,1
ITOCF,0.9
JEF,0
JNJ,0
KHC,3.8
KR,0.7
LILA,0
LILAK,0
FWONK,0.2
LSXMA,0.2
LSXMK,0.4
LPX,0.1
MKL,0.2
MMC,0
MA,0.4
MCK,0.3
MDLZ,0
MCO,2.2
NU,0.1
OXY,3.9
PARA,0.6
PG,0
RH,0.2
SNOW,0.3
SPY,0
STNE,0
TSM,0.2
TMUS,0.2
UPS,0
USB,0.1
VOO,0
VRSN,0.8
V,0.6
