symbol,weight
TJX,4.11
UNH,3.71
NKE,3.45
HON,3.4
SYK,3.28
MCD,3
MSFT,2.98
VISA.VI,2.97
CL,2.97
MMC,2.89
NOC,2.88
LIN,2.76
PEP,2.74
PG,2.71
0VQD-L,2.6
MA,2.59
RTX,2.57
JNJ,2.53
TXN,2.5
GD,2.43
CAN,2.38
KO,2.37
DHR,2.36
ECL,2.29
AXP,2.26
